Estación,Ca,Mg,Cl,SO4
CDMX,85.6264424696113,7.59888342262784,1.39689832154691,19.5255611698347
Sinaloa,56.0222467889176,30.8735739603159,0.501213877359229,8.86260996684679
Chiapas,80.0737626083984,9.96351612364775,1.28250575838749,0.871108363288309
Tlaxcala,37.8031938690164,23.9420227837104,1.31827453592874,0.56704837151723
Veracruz,78.6738064277784,18.4565571139914,0.235340199744459,6.57808544424616
Tabasco,59.0021198153026,21.3558910574467,26.7206109862507,45.845438089001
Yucatán,56.8336285515824,21.4310378802161,30.4465653448016,43.3404216924928
Guanajuato,74.0627912254112,12.285600776394,30.9372415873413,47.3858600561323
Oaxaca,76.8304668849782,9.59753615600105,34.3920093805529,41.215272850993
